title,categoryName,price,totalScore,reviewsCount,deskripsi_gabungan
Wisata kuliner depan museum Keraton Surakarta,Dapur Umum,harga standar,0.0,0.0,wisata kuliner depan museum keraton surakarta dapur umum harga standar
Pasar Klewer Surakarta,Pasar tradisional,harga standar,4.5,10660.0,pasar klewer surakarta pasar tradisional harga standar
RM Miroso,Restoran China,$$,4.6,1944.0,rm miroso restoran china $$
Sunja Saudara,Rumah Makan,harga standar,4.6,324.0,sunja saudara rumah makan harga standar
Gudeg Setabelan Mbok Nyamik,Restoran Jawa,$,4.6,603.0,gudeg setabelan mbok nyamik restoran jawa $
Rujak Cingur Prabu,Restoran Jawa,$$,4.5,442.0,rujak cingur prabu restoran jawa $$
Sop Ayam Kampung Pak Komo,Kedai Sup,harga standar,4.5,386.0,sop ayam kampung pak komo kedai sup harga standar
SUSU REMPAH MAH SOE SOE,Restoran,$,4.6,955.0,susu rempah mah soe soe restoran $
Omahmbahwiro,Restoran,harga standar,4.9,53.0,omahmbahwiro restoran harga standar
Mie Ayam Pak Trikidjo,Restoran Mie,$,4.4,2037.0,mie ayam pak trikidjo restoran mie $
"Soto Seger Semarang ""Sidodadi""",Restoran soto,harga standar,4.6,342.0,"soto seger semarang ""sidodadi"" restoran soto harga standar"
Suramadu,Restoran,harga standar,4.6,252.0,suramadu restoran harga standar
Kuliner,Toko Makanan Alami,harga standar,0.0,0.0,kuliner toko makanan alami harga standar
Warung Mie Ayam Hotplate,Restoran Mie,harga standar,4.5,1026.0,warung mie ayam hotplate restoran mie harga standar
Bakso Rusuk Mangesti,Restoran Bakso,harga standar,4.9,833.0,bakso rusuk mangesti restoran bakso harga standar
sarideganijo,Restoran Jawa,harga standar,4.4,853.0,sarideganijo restoran jawa harga standar
BUBUR AYAM SUMBER REJEKI,Restoran,harga standar,4.8,234.0,bubur ayam sumber rejeki restoran harga standar
Soto Lamongan Cak Wan,Restoran Soto Ayam,harga standar,4.5,128.0,soto lamongan cak wan restoran soto ayam harga standar
Ombein Pajang Solo,Kedai Kopi,harga standar,4.3,40.0,ombein pajang solo kedai kopi harga standar
Popeneeye Chicken Express Gentan,Restoran cepat saji,harga standar,4.4,308.0,popeneeye chicken express gentan restoran cepat saji harga standar
Wedangan senthir,Restoran,harga standar,4.3,11.0,wedangan senthir restoran harga standar
RM Nasi Padang Padati Minang 1 ( Harga mulai 10k ),Restoran Padang,harga standar,3.7,109.0,rm nasi padang padati minang 1 ( harga mulai 10k ) restoran padang harga standar
ayam bakar pedas podhomoro solo,Restoran Indonesia,harga standar,4.2,10.0,ayam bakar pedas podhomoro solo restoran indonesia harga standar
Sate Ayam Ponorogo Pak Mangun(p.har),Restoran Sate,$$,4.5,1519.0,sate ayam ponorogo pak mangun(p.har) restoran sate $$
Kafe Biru,Restoran Dim Sum,$$,4.3,728.0,kafe biru restoran dim sum $$
Soto Setabelan,Restoran soto,$,4.5,1013.0,soto setabelan restoran soto $
WS Warung Steak,Restoran Steak,$$,4.4,3415.0,ws warung steak restoran steak $$
Depot Vegetarian Taman Bali,Restoran Vegetarian,harga standar,4.6,390.0,depot vegetarian taman bali restoran vegetarian harga standar
Tempe Penyet Lamongan Buk Nurhuda,Restoran Indonesia,$$,4.4,606.0,tempe penyet lamongan buk nurhuda restoran indonesia $$
"Sate Kambing Muda ""Pak Jaman""",Restoran Sate,harga standar,4.6,905.0,"sate kambing muda ""pak jaman"" restoran sate harga standar"
Ndalem Kartowikoro 1835 Coffee & Eatery,Restoran,harga standar,4.9,118.0,ndalem kartowikoro 1835 coffee & eatery restoran harga standar
"Sate Kambing & Gule Goreng ""Pak Samin""",Restoran Sate,$$,4.6,900.0,"sate kambing & gule goreng ""pak samin"" restoran sate $$"
Warung Bakmi Pak H DUL,Restoran Mie,harga standar,4.2,835.0,warung bakmi pak h dul restoran mie harga standar
Taman Kampung Wisata Batik Kauman,Tujuan Wisata,harga standar,4.9,125.0,taman kampung wisata batik kauman tujuan wisata harga standar
Kedai Santap,Restoran,harga standar,4.7,294.0,kedai santap restoran harga standar
Pawon Cah Solo Nasi Tumpeng Solo,Restoran,harga standar,4.9,26.0,pawon cah solo nasi tumpeng solo restoran harga standar
Ta'Ala Cafe & Resto,Restoran Pakistan,$$,4.8,315.0,ta'ala cafe & resto restoran pakistan $$
Diamond International Restaurant & Cafe,Restoran Dim Sum,$$$,4.6,3751.0,diamond international restaurant & cafe restoran dim sum $$$
Nasiliwet budhe Pardi kawasan kuliner pasar jongke,Kedai Sarapan,harga standar,4.9,27.0,nasiliwet budhe pardi kawasan kuliner pasar jongke kedai sarapan harga standar
WM. Gentha Rasa,Restoran,harga standar,4.5,105.0,wm. gentha rasa restoran harga standar
Nasi tempong Mak Ros laweyan,Restoran,harga standar,4.4,166.0,nasi tempong mak ros laweyan restoran harga standar
Kale Locale,Restoran Indonesia,harga standar,4.7,205.0,kale locale restoran indonesia harga standar
Gerbang Utama Kampung Wisata Batik Kauman Solo,Tujuan Wisata,harga standar,4.8,143.0,gerbang utama kampung wisata batik kauman solo tujuan wisata harga standar
Era Jaya Oleh - Oleh Khas Solo,Toko Makanan,$,4.5,1762.0,era jaya oleh - oleh khas solo toko makanan $
Wedangan Pak Di,Restoran Jawa,$,4.4,275.0,wedangan pak di restoran jawa $
"Nasi Goreng Babat Gongso Gilingan ""Khas Semarangan""",Restoran Nasi Goreng,$$,4.5,958.0,"nasi goreng babat gongso gilingan ""khas semarangan"" restoran nasi goreng $$"
"Spesial Soto Boyolali (SSB) Hj. Hesti Widodo, Gilingan",Restoran soto,harga standar,4.3,195.0,"spesial soto boyolali (ssb) hj. hesti widodo, gilingan restoran soto harga standar"
Pangsit Mie Pinangsia Abun,Restoran Mie,harga standar,4.6,722.0,pangsit mie pinangsia abun restoran mie harga standar
"Toko Oleh-Oleh ""Gajahmada""",Pusat Perbelanjaan,harga standar,4.4,314.0,"toko oleh-oleh ""gajahmada"" pusat perbelanjaan harga standar"
PADMA SOC,Restoran Masakan Barat,harga standar,4.7,1126.0,padma soc restoran masakan barat harga standar
Super Penyet Solo,Restoran,harga standar,4.7,1255.0,super penyet solo restoran harga standar
Suka Sambal,Rumah Makan,harga standar,4.4,70.0,suka sambal rumah makan harga standar
Waroeng Idjo Solo (Cabang Karanganyar),Restoran,harga standar,4.4,254.0,waroeng idjo solo (cabang karanganyar) restoran harga standar
Warung Pedas Cak Kend,Restoran,harga standar,4.6,314.0,warung pedas cak kend restoran harga standar
Ahbang Kopitiam,Restoran Asia,harga standar,4.8,336.0,ahbang kopitiam restoran asia harga standar
CHEON- SOLO PARAGON (LT.2),Restoran,harga standar,4.9,516.0,cheon- solo paragon (lt.2) restoran harga standar
Rawon dan SOP Iga Pawon Bulik,Restoran,harga standar,5.0,45.0,rawon dan sop iga pawon bulik restoran harga standar
Ta wan Solo Paragon Mall,Restoran,harga standar,4.1,494.0,ta wan solo paragon mall restoran harga standar
Pempek Ny. Kamto Mangkubumen,Restoran Pempek,harga standar,4.6,1781.0,pempek ny. kamto mangkubumen restoran pempek harga standar
Saudagar Laweyan,Restoran,$$,4.4,1632.0,saudagar laweyan restoran $$
Nasi Gudeg / Bubur Mas Hari,Rumah Makan,$,4.6,558.0,nasi gudeg / bubur mas hari rumah makan $
Soto Pak Man Solo sejak 1991,Restoran Jawa,$,4.4,75.0,soto pak man solo sejak 1991 restoran jawa $
Seblak'EN Prasmanan,Restoran,harga standar,4.7,65.0,seblak'en prasmanan restoran harga standar
Cakar Dheer,Pujasera,harga standar,4.6,67.0,cakar dheer pujasera harga standar
Raja Kepiting,Restoran Seafood,$$,4.4,1127.0,raja kepiting restoran seafood $$
Bestik Pak Mangun solo,Restoran Indonesia,harga standar,4.5,168.0,bestik pak mangun solo restoran indonesia harga standar
Wedangan PDT,Restoran Mie,$,4.3,337.0,wedangan pdt restoran mie $
Bakso Pak Min Lapangan Sriwaru,Restoran Bakso,$,4.5,1110.0,bakso pak min lapangan sriwaru restoran bakso $
Es Kapal Depan Museum Keris Stadion Sriwedari,Restoran,harga standar,4.8,28.0,es kapal depan museum keris stadion sriwedari restoran harga standar
HokBen - Solo Slamet Riyadi,Restoran Jepang,$$,4.6,3322.0,hokben - solo slamet riyadi restoran jepang $$
Tengkleng pak Dar Sriwedari,Restoran,harga standar,4.5,33.0,tengkleng pak dar sriwedari restoran harga standar
Hotway's Chicken Solo,Restoran Masakan Ayam,$$,4.7,1976.0,hotway's chicken solo restoran masakan ayam $$
Nguleg Mercon,Restoran Indonesia,harga standar,4.6,33.0,nguleg mercon restoran indonesia harga standar
Bakmi jawa dan masakan jawa kawasan kuliner shelter sriwedari,Restoran,harga standar,5.0,1.0,bakmi jawa dan masakan jawa kawasan kuliner shelter sriwedari restoran harga standar
Tasty Vietnam,Restoran,harga standar,4.8,274.0,tasty vietnam restoran harga standar
"Joffi Ramen, Dimsum - Solo Grand Mall",Restoran Ramen,harga standar,4.8,1137.0,"joffi ramen, dimsum - solo grand mall restoran ramen harga standar"
Ikan Bakar Colo-colo Bang Ipul,Restoran Ikan Bakar,harga standar,4.6,229.0,ikan bakar colo-colo bang ipul restoran ikan bakar harga standar
Richeese Factory Slamet Riyadi,Restoran Masakan Ayam,$$,4.4,8166.0,richeese factory slamet riyadi restoran masakan ayam $$
PASAR JONGKE,Pasar,harga standar,4.4,4014.0,pasar jongke pasar harga standar
"Wedangan ""Mas Gondrong""",Kafe,$,4.4,101.0,"wedangan ""mas gondrong"" kafe $"
Warung Betawi Mpok Ella,Restoran Betawi,harga standar,4.3,32.0,warung betawi mpok ella restoran betawi harga standar
"Ayam Penyet Cabe Ijo ""Mbok Sur""",Restoran,harga standar,3.7,189.0,"ayam penyet cabe ijo ""mbok sur"" restoran harga standar"
Steak Pak Eko (Paket Ekonomis),Restoran Steak,harga standar,4.7,431.0,steak pak eko (paket ekonomis) restoran steak harga standar
Mie Goceng Solo - Laweyan,Restoran Mie,harga standar,4.6,176.0,mie goceng solo - laweyan restoran mie harga standar
Serabi Notosuman Ny Lidia Widuran,Toko Roti,harga standar,4.8,226.0,serabi notosuman ny lidia widuran toko roti harga standar
Kedai Bu Agus,Restoran Jawa Timur,harga standar,4.2,61.0,kedai bu agus restoran jawa timur harga standar
Jenang Ayu,Toko Makanan Alami,harga standar,4.6,82.0,jenang ayu toko makanan alami harga standar
RM Canton,Restoran China,$$,4.3,565.0,rm canton restoran china $$
Cakar Bledex Mbah Mono,Restoran,$,4.6,272.0,cakar bledex mbah mono restoran $
SOTO BENGI MBAK DIAN,Restoran soto,$$,4.6,280.0,soto bengi mbak dian restoran soto $$
Pixel Coffee & Kitchen,Restoran,$$,4.6,1188.0,pixel coffee & kitchen restoran $$
Warung Kopi Kabangan,Warung nasi,harga standar,4.4,443.0,warung kopi kabangan warung nasi harga standar
Bakso dan mie ayam sriwaru pak karimin,Restoran Bakso,$,4.5,1462.0,bakso dan mie ayam sriwaru pak karimin restoran bakso $
Wedangan Pak Untung,Restoran Indonesia,$,4.7,184.0,wedangan pak untung restoran indonesia $
Mulyo oleh-oleh Khas Solo dan Daerah Lain,Toko,harga standar,4.5,22.0,mulyo oleh-oleh khas solo dan daerah lain toko harga standar
Warung Bakmi Pak Ndut,Restoran Mie,$,4.6,83.0,warung bakmi pak ndut restoran mie $
Kopi Lawe,Kedai Kopi,$$,4.4,1026.0,kopi lawe kedai kopi $$
Mie Surabaya Purwosari,Restoran Mie,harga standar,4.1,631.0,mie surabaya purwosari restoran mie harga standar
Bakso Lumayan Pak Tiyo,Restoran Bakso,$,4.5,453.0,bakso lumayan pak tiyo restoran bakso $
Lovely Kitchen,Restoran,$$,4.8,1199.0,lovely kitchen restoran $$
Losso Kitchen & Gallery | Losso Coffee 24 Hours.,Restoran,harga standar,4.4,330.0,losso kitchen & gallery | losso coffee 24 hours. restoran harga standar
Gongso Mbak Ninie,Restoran,$,4.5,437.0,gongso mbak ninie restoran $
Mie Keprabon Solo Paragon,Restoran Mie,harga standar,4.8,127.0,mie keprabon solo paragon restoran mie harga standar
Yakiniku Like Paragon Solo Mall,Restoran Jepang,harga standar,5.0,2115.0,yakiniku like paragon solo mall restoran jepang harga standar
Nyoto Roso 2 Cab Solo ( Gringsing-Kendal-BSD Serpong-Semarang-Solo,Rumah Makan,$$,4.3,246.0,nyoto roso 2 cab solo ( gringsing-kendal-bsd serpong-semarang-solo rumah makan $$
Little Tiam | Solo,Kedai Kopi,harga standar,4.8,1088.0,little tiam | solo kedai kopi harga standar
Taman Sriwedari Surakarta,Tujuan Wisata,harga standar,4.4,7426.0,taman sriwedari surakarta tujuan wisata harga standar
Sambel Belut Solo,Kedai Sarapan & Makan Siang,harga standar,4.8,10.0,sambel belut solo kedai sarapan & makan siang harga standar
Sop Kaki Kambing Sudi Mampir Fadh,Restoran Indonesia,$$,4.2,430.0,sop kaki kambing sudi mampir fadh restoran indonesia $$
Waroeng Mbok Marni,Rumah Makan,$,4.3,303.0,waroeng mbok marni rumah makan $
Gudeg Oshin (Bu Mari),Restoran Jawa Tengah,$,4.6,517.0,gudeg oshin (bu mari) restoran jawa tengah $
SOLO PIROGEN MAMA VIE,Toko Makanan,$,4.8,130.0,solo pirogen mama vie toko makanan $
Ayam Goreng Solo Aslie,Restoran Masakan Ayam,harga standar,4.5,94.0,ayam goreng solo aslie restoran masakan ayam harga standar
Sop Buntut Sapi & Sop Iga Sapi Mbak Yenny,Kedai Sup,$$,4.5,758.0,sop buntut sapi & sop iga sapi mbak yenny kedai sup $$
Mie Ayam Sembodo,Kedai Sarapan & Makan Siang,harga standar,4.8,123.0,mie ayam sembodo kedai sarapan & makan siang harga standar
Warung Hik,Restoran,harga standar,4.7,3.0,warung hik restoran harga standar
Steak Pelajar,Restoran Steak,$,4.6,323.0,steak pelajar restoran steak $
Warung Bakmi Sido Mulyo Tegalsari,Restoran Mie,harga standar,4.5,436.0,warung bakmi sido mulyo tegalsari restoran mie harga standar
"Ayam Kampung Bebek Goreng ""Mbak Nuk""",Warung Makanan Kecil,harga standar,5.0,16.0,"ayam kampung bebek goreng ""mbak nuk"" warung makanan kecil harga standar"
Bangjo Jongke,Restoran,harga standar,3.7,7.0,bangjo jongke restoran harga standar
Kukusan Sehat Bang Salim,Warung Makanan Kecil,harga standar,5.0,28.0,kukusan sehat bang salim warung makanan kecil harga standar
WARUNG KOLONI JAYA,Rumah Makan,harga standar,5.0,10.0,warung koloni jaya rumah makan harga standar
Gudeg Bu Harso,Restoran Jawa,harga standar,4.3,158.0,gudeg bu harso restoran jawa harga standar
Warmindo 100,Restoran,harga standar,4.5,71.0,warmindo 100 restoran harga standar
Hik Gaul McO,Warung nasi,harga standar,4.8,23.0,hik gaul mco warung nasi harga standar
"Kedai Bakmi ""21""",Restoran Mie,harga standar,4.6,78.0,"kedai bakmi ""21"" restoran mie harga standar"
"Ayam Bakar ""Bu Rochmann""",Restoran Masakan Ayam,$$,4.6,704.0,"ayam bakar ""bu rochmann"" restoran masakan ayam $$"
Tahu Petis Semarang,Restoran,harga standar,5.0,16.0,tahu petis semarang restoran harga standar
Warung es pak tomik,Restoran,harga standar,4.9,14.0,warung es pak tomik restoran harga standar
Salad Nyoo & Joocy Juice - Laweyan (#1 PELOPOR Salad Buah dan Jus Sayur),Restoran,harga standar,4.5,215.0,salad nyoo & joocy juice - laweyan (#1 pelopor salad buah dan jus sayur) restoran harga standar
"Soto Kecil ""Pak Sis""",Warung Makanan Kecil,harga standar,4.9,37.0,"soto kecil ""pak sis"" warung makanan kecil harga standar"
Mie Ayam Baru Mas Gin Mutihan,Restoran Mie,harga standar,4.5,558.0,mie ayam baru mas gin mutihan restoran mie harga standar
SATE KAMBING H. DJAMAN MBAK NINA,Kafe,harga standar,4.7,19.0,sate kambing h. djaman mbak nina kafe harga standar
SOLO KENYANG,Toko Makanan,harga standar,4.0,4.0,solo kenyang toko makanan harga standar
Ayam Goreng Tim Kemala,Restoran Masakan Ayam,harga standar,4.4,216.0,ayam goreng tim kemala restoran masakan ayam harga standar
Ketoprak jakarta si pitung,Restoran,harga standar,4.7,159.0,ketoprak jakarta si pitung restoran harga standar
Warung Rujak Cingur Mbah Ping,Restoran,harga standar,4.6,72.0,warung rujak cingur mbah ping restoran harga standar
Soto Pak TIMAN,Restoran soto,harga standar,4.6,226.0,soto pak timan restoran soto harga standar
Baso Goreng GG Penumping,Restoran Bakso,harga standar,4.8,304.0,baso goreng gg penumping restoran bakso harga standar
Soto Richesse (mbok mami),Restoran soto,harga standar,4.3,83.0,soto richesse (mbok mami) restoran soto harga standar
Ayam Goreng Bu Narsi,Restoran,harga standar,5.0,280.0,ayam goreng bu narsi restoran harga standar
TIMEZONE Solo Grand Mall,Pusat Hiburan Video Game Arkade,harga standar,4.4,31481.0,timezone solo grand mall pusat hiburan video game arkade harga standar
Warung Spesial Ayam Geprek,Restoran Masakan Ayam,$,4.6,624.0,warung spesial ayam geprek restoran masakan ayam $
Hejas Bubur Jagung - Laweyan,Restoran Indonesia,harga standar,4.8,20.0,hejas bubur jagung - laweyan restoran indonesia harga standar
Warung Makan Koki Cilik,Restoran,$,4.3,116.0,warung makan koki cilik restoran $
A&M Co. Solo,Restoran,harga standar,4.7,5238.0,a&m co. solo restoran harga standar
Pura Mangkunegaran,Tujuan Wisata,harga standar,4.7,10385.0,pura mangkunegaran tujuan wisata harga standar
Warung Selat Mbak Ru,Restoran,harga standar,4.7,242.0,warung selat mbak ru restoran harga standar
Sop SAREH Mangkunegaran ( RM. Said ),Restoran Sup,harga standar,4.5,36.0,sop sareh mangkunegaran ( rm. said ) restoran sup harga standar
Ramen 1 Solo Paragon,Restoran Ramen,harga standar,4.5,719.0,ramen 1 solo paragon restoran ramen harga standar
Food Court Solo Paragon Mall Lt. 2,Pujasera,harga standar,4.3,91.0,food court solo paragon mall lt. 2 pujasera harga standar
Marugame Udon Solo Paragon Mall,Restoran Jepang,$$,4.6,579.0,marugame udon solo paragon mall restoran jepang $$
Pepper Lunch Solo Paragon Mall,Restoran Jepang,$$,4.9,4636.0,pepper lunch solo paragon mall restoran jepang $$
Warung Makan Putune Mbah So Baron,Restoran,harga standar,5.0,27.0,warung makan putune mbah so baron restoran harga standar
"Soto ""Mas Hari""",Restoran Indonesia,harga standar,4.4,40.0,"soto ""mas hari"" restoran indonesia harga standar"
Ayam Goreng Kremes Rizky,Restoran takeaway ayam goreng,harga standar,4.6,53.0,ayam goreng kremes rizky restoran takeaway ayam goreng harga standar
Rumah Makan Padang Pondok Indah,Restoran Padang,$,4.5,367.0,rumah makan padang pondok indah restoran padang $
Depot Babi Koh Yang,Rumah Makan,$,4.6,86.0,depot babi koh yang rumah makan $
"Warung Gado-Gado Bakmi Ketoprak Lothek ""MBAK ROCHANA""",Restoran,harga standar,4.6,111.0,"warung gado-gado bakmi ketoprak lothek ""mbak rochana"" restoran harga standar"
Mie Serasa Solo,Restoran cepat saji,harga standar,4.2,44.0,mie serasa solo restoran cepat saji harga standar
Gule Kepala Ikan Dan Seafood,Restoran Seafood,harga standar,5.0,6.0,gule kepala ikan dan seafood restoran seafood harga standar
Gado - Gado Laweyan Bu Sri,Kedai Salad,harga standar,4.2,51.0,gado - gado laweyan bu sri kedai salad harga standar
Wedang Ronde Asle Laris,Kafe,harga standar,4.7,46.0,wedang ronde asle laris kafe harga standar
Masjid Laweyan,Tujuan Wisata,harga standar,4.8,1102.0,masjid laweyan tujuan wisata harga standar
Sop Iga Raja 1 - Sondakan,Kedai Sup,harga standar,4.3,46.0,sop iga raja 1 - sondakan kedai sup harga standar
~Seafood Pak Ji Asli Lamongan 1987 Pertama Di Solo~,Restoran Seafood,harga standar,3.8,31.0,~seafood pak ji asli lamongan 1987 pertama di solo~ restoran seafood harga standar
Gudeg Ceker Pak Bejo,Restoran Jawa,harga standar,4.4,58.0,gudeg ceker pak bejo restoran jawa harga standar
Ayam Laweyan,Restoran cepat saji,harga standar,4.7,16.0,ayam laweyan restoran cepat saji harga standar
Rm Padang Embun Pagi Neo,Restoran cepat saji,harga standar,4.2,52.0,rm padang embun pagi neo restoran cepat saji harga standar
Megaland Hotel Solo,Restoran,US$15,4.4,4512.0,megaland hotel solo restoran us$15
Nasi Liwet Bu Nisa,Restoran Jawa,harga standar,4.2,160.0,nasi liwet bu nisa restoran jawa harga standar
Mie Ayam Adik Dewi KUA Laweyan,Restoran Mie,$,4.3,1437.0,mie ayam adik dewi kua laweyan restoran mie $
Pracimasana Mangkunegaran,Restoran Jawa Tengah,harga standar,4.8,2857.0,pracimasana mangkunegaran restoran jawa tengah harga standar
Jajaners,Kedai Sarapan & Makan Siang,harga standar,4.8,10.0,jajaners kedai sarapan & makan siang harga standar
Sop Ayam Kampung & Timlo Bu Evi,Kedai Sup,$,4.6,337.0,sop ayam kampung & timlo bu evi kedai sup $
Sate Babi Asli Tambaksegaran,Restoran,$$,4.3,1857.0,sate babi asli tambaksegaran restoran $$
Warung Bu Menel,Restoran Jawa,harga standar,4.7,58.0,warung bu menel restoran jawa harga standar
"The Choi Pan, Solo Paragon",Restoran,harga standar,4.7,82.0,"the choi pan, solo paragon restoran harga standar"
Menya Sakura Solo Paragon,Restoran Ramen,harga standar,4.7,407.0,menya sakura solo paragon restoran ramen harga standar
Soto Rempah Asli Mbak Nur,Restoran Jawa,$,4.4,749.0,soto rempah asli mbak nur restoran jawa $
Ayam Betutu & Taliwang “Bli Yan”,Restoran Masakan Ayam,harga standar,4.3,218.0,ayam betutu & taliwang “bli yan” restoran masakan ayam harga standar
Wingstop Solo Paragon Mall,Restoran Hidangan Sayap Ayam,harga standar,4.7,608.0,wingstop solo paragon mall restoran hidangan sayap ayam harga standar
Natahati Coffee & Eatery,Kafe,$$,4.6,1684.0,natahati coffee & eatery kafe $$
Sop & Selad Solo Paragon,Restoran Sate,harga standar,4.8,12.0,sop & selad solo paragon restoran sate harga standar
Pleasure Please,Kedai Hidangan Penutup,harga standar,4.6,284.0,pleasure please kedai hidangan penutup harga standar
Italian Delight - Solo Grand Mall,Restoran Italia,harga standar,4.3,222.0,italian delight - solo grand mall restoran italia harga standar
Warung Makan Bu Narsi,Restoran,harga standar,5.0,16.0,warung makan bu narsi restoran harga standar
Tendou Ramen Baron,Restoran Jepang,harga standar,4.7,84.0,tendou ramen baron restoran jepang harga standar
Steak Moen-Moen,Restoran,$,4.6,1992.0,steak moen-moen restoran $
Lesehan burung dara mbak tini,Restoran cepat saji,harga standar,4.1,15.0,lesehan burung dara mbak tini restoran cepat saji harga standar
Ayam Kampung Cincai,Restoran Hidangan Ayam,harga standar,4.6,55.0,ayam kampung cincai restoran hidangan ayam harga standar
Bakmi Penumping Bu Marni,Restoran Mie,harga standar,4.4,294.0,bakmi penumping bu marni restoran mie harga standar
Mie Ayam & Bakso Sono Karto Kadung Tresno,Restoran,harga standar,5.0,81.0,mie ayam & bakso sono karto kadung tresno restoran harga standar
Mie Horizon solo grand mall,Pujasera,harga standar,4.1,70.0,mie horizon solo grand mall pujasera harga standar
The Soga Eatery,Restoran,harga standar,4.7,2205.0,the soga eatery restoran harga standar
Warung Soto Mbah Nyoto,Restoran Jawa,harga standar,4.6,27.0,warung soto mbah nyoto restoran jawa harga standar
Warung Mie Ayam Pak Untung,Restoran Mie,harga standar,4.5,42.0,warung mie ayam pak untung restoran mie harga standar
Angkringan Jowo Mangkuyudan,Rumah Makan,harga standar,4.6,259.0,angkringan jowo mangkuyudan rumah makan harga standar
Sate Padang Goyang Lidah,Restoran Padang,harga standar,4.7,78.0,sate padang goyang lidah restoran padang harga standar
Lumpia Rebung Melody,Restoran,harga standar,3.9,16.0,lumpia rebung melody restoran harga standar
Urbanview Syariah Kadarman Home Laweyan by RedDoorz,Guest house,harga standar,4.7,135.0,urbanview syariah kadarman home laweyan by reddoorz guest house harga standar
Double Burger,Restoran Hamburger,$,4.7,507.0,double burger restoran hamburger $
Kuliner Abang Azzam,Restoran,harga standar,0.0,0.0,kuliner abang azzam restoran harga standar
Warung Bakmi She Jack,Restoran Mie,harga standar,4.7,20.0,warung bakmi she jack restoran mie harga standar
"Sate Kambing ""Pak Brintik""",Restoran Sate,harga standar,4.0,127.0,"sate kambing ""pak brintik"" restoran sate harga standar"
Roemahkoe Heritage Hotel,Hotel,harga standar,4.5,591.0,roemahkoe heritage hotel hotel harga standar
Batik Keris Heritage,Toko pakaian batik,harga standar,4.6,366.0,batik keris heritage toko pakaian batik harga standar
Apem Dudy Laweyan,Toko Roti,harga standar,4.5,64.0,apem dudy laweyan toko roti harga standar
De Goenoengan RedDoorz,Hostel,harga standar,4.2,53.0,de goenoengan reddoorz hostel harga standar
Brownies Cinta Laweyan Solo,Toko Roti,$$,4.6,350.0,brownies cinta laweyan solo toko roti $$
Warung Makan Mas JOYO,Restoran,harga standar,5.0,4.0,warung makan mas joyo restoran harga standar
Forum Pengembangan Kampoeng Batik Laweyan,Asosiasi/organisasi,harga standar,4.4,326.0,forum pengembangan kampoeng batik laweyan asosiasi/organisasi harga standar
Wedangan Ndalem Laweyan,Kafe,harga standar,4.3,39.0,wedangan ndalem laweyan kafe harga standar
Laras Restaurant Roemahkoe Heritage Hotel,Restoran Indonesia,harga standar,4.6,8.0,laras restaurant roemahkoe heritage hotel restoran indonesia harga standar
Bakso & Mie Ayam Pak Slamet Ps Jongke,Restoran Mie,harga standar,4.6,339.0,bakso & mie ayam pak slamet ps jongke restoran mie harga standar
PECEL GENDAR BU PARTI PASAR JONGKE,Restoran,harga standar,5.0,1.0,pecel gendar bu parti pasar jongke restoran harga standar
Wedangan Tikungan,Kedai Kopi,harga standar,4.7,66.0,wedangan tikungan kedai kopi harga standar
Warung Sego Welut 85,Restoran,harga standar,5.0,1.0,warung sego welut 85 restoran harga standar
DiSOLO,Produsen pakaian dan kain,harga standar,5.0,4.0,disolo produsen pakaian dan kain harga standar
Monggo-monggo,Restoran Keluarga,harga standar,4.0,3.0,monggo-monggo restoran keluarga harga standar
Ayam Goreng & Sambal Belut Mbak Tien,Restoran Keluarga,harga standar,4.7,118.0,ayam goreng & sambal belut mbak tien restoran keluarga harga standar
Warung Cari Makan II,Restoran,harga standar,4.9,635.0,warung cari makan ii restoran harga standar
Moco Roso Slamet Riyadi,Restoran,harga standar,4.8,367.0,moco roso slamet riyadi restoran harga standar
GUDEG AYU Solo (Cab. Kota Barat),Restoran Jawa Tengah,$$,4.5,427.0,gudeg ayu solo (cab. kota barat) restoran jawa tengah $$
De'PALEIS Restaurant,Restoran,harga standar,4.6,71.0,de'paleis restaurant restoran harga standar
Kuliner Sekar Keprabon,Restoran cepat saji,harga standar,4.9,10.0,kuliner sekar keprabon restoran cepat saji harga standar
Es Campur Pak Kutir,Restoran,$,4.6,618.0,es campur pak kutir restoran $
BAH KEDE Spesial Masakan Babi,Restoran China,harga standar,4.3,233.0,bah kede spesial masakan babi restoran china harga standar
WS 1 (Warung Steak),Restoran Steak,$$,4.5,1772.0,ws 1 (warung steak) restoran steak $$
TUMBUH SATU space,Restoran,harga standar,4.9,65.0,tumbuh satu space restoran harga standar
Kedai Bahagia 36,Restoran Indonesia,$,4.6,114.0,kedai bahagia 36 restoran indonesia $
Babi kuah kepunton,Restoran Sate,$$,4.5,115.0,babi kuah kepunton restoran sate $$
Rawon Pas Jembatan,Restoran,$,4.9,70.0,rawon pas jembatan restoran $
Sate Ayam Sewu Satay,Restoran,harga standar,4.7,334.0,sate ayam sewu satay restoran harga standar
Mie Menceng,Restoran Hidangan Mie China,$$,4.6,617.0,mie menceng restoran hidangan mie china $$
TIMLO ASLI SOLO,Warung nasi,harga standar,4.4,86.0,timlo asli solo warung nasi harga standar
Istana Mie & Es,Restoran Mie,harga standar,3.4,148.0,istana mie & es restoran mie harga standar
